Skip,Cool,Tipo,Tag1,Tag2,Tag3,Tag4,Tag5,Tag6,Tag7,Creature,Link,CR,Dungeon,Foresta,Coste,Aquatico,Deserto,Prateria,Colline,Montagne,Palude,Artico,A Dolce,Giungla,Savana,Cimitero,Far Realms ,Space,Astrale,Etereo,Vulcano,Limbo,Feywild,Shadowfell,Bene,Male,Inferno,Abisso,Carceri,Distese Grige ,Gehenna,Acqua,Aria,Fuoco,Terra,Underdark,Urban,Mechanus
,,Elementale,Mephit,,,,,,Endemico,Mephit della Polvere,https://5e.tools/bestiary.html#dust%20mephit_mm,"0,5",,,,,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,alta,,alta,,,
,TRUE,Elementale,Acqua,,,,,,Endemico,Elementare dell'Acqua,https://5e.tools/bestiary.html#water%20elemental_mm,5,alta,,alta,alta,,,,,,,alta,,,,,,,,,,,,,,,,,,,alta,,,,alta,,
,TRUE,Elementale,Acqua,Genio,,,,Sociale,Boss,Marid,https://5e.tools/bestiary.html#marid_mm,11,,,alta,alta,,,,,,,alta,,,,,,,,,,,,,,,,,,,alta,,,,,,
,,Elementale,Acqua,,,,,,Non Violento,Fatale dell'acqua,https://5e.tools/bestiary.html#water%20weird_mm,3,alta,,alta,alta,,,,,,,alta,,,,,,,,,,,,,,,,,,,alta,,,,alta,,
,,Elementale,Acqua,,,,,,,Frost Salamander,https://5e.tools/bestiary.html#frost%20salamander_mtf,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Elementale,Acqua,,,,,,Endemico,"Elemental Myrmidon, Water",https://5e.tools/bestiary.html#water%20elemental%20myrmidon_mtf,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Elementale,Acqua,,,,,,Boss,Morkoth,https://5e.tools/bestiary.html#morkoth_vgm,11,,,alta,alta,,,,,,,bassa,,,,,,alta,,,,,,,,,,,,,,,,,,,
,TRUE,Elementale,Acqua,,,,,,Boss,Leviathan,https://5e.tools/bestiary.html#leviathan_mtf,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Elementale,Aria,,,,,,Endemico,Elementare dell'Aria,https://5e.tools/bestiary.html#air%20elemental_mm,5,,,alta,,alta,,,alta,,alta,,,,,,,,,,,,,,,,,,,,,alta,,,,,
,TRUE,Elementale,Aria,Genio,,,,Sociale,Boss,Djinni,https://5e.tools/bestiary.html#djinni_mm,11,,,alta,,alta,,,alta,,alta,,,,,,,,,,,,,,,,,,,,,alta,,,,,
,TRUE,Elementale,Aria,,,,,,Boss,Cacciatore Invisibile,https://5e.tools/bestiary.html#invisible%20stalker_mm,6,,,alta,,alta,,,,,bassa,,,,,,,,,,,,,,,,,,,,,alta,,,,alta,
,TRUE,Elementale,Aria,,,,,,Endemico,"Elemental Myrmidon, Air",https://5e.tools/bestiary.html#air%20elemental%20myrmidon_mtf,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Elementale,Aria,,,,,,Boss,Elder Tempest,https://5e.tools/bestiary.html#elder%20tempest_mtf,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Elementale,Fuoco,,,,,,Endemico,Elementale del Fuoco,https://5e.tools/bestiary.html#fire%20elemental_mm,5,,,,,alta,,,alta,,,,,,,,,,,alta,,,,,,,,,,,,,alta,,,,
TRUE,TRUE,Elementale,Fuoco,,,,,,,Phoenix,https://5e.tools/bestiary.html#phoenix_mtf,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Elementale,Fuoco,,,,,Sociale,Non Violento,Azer,https://5e.tools/bestiary.html#azer_mm,2,,,,,,,,alta,,,,,,,,,,,alta,,,,,,,,,,,,,alta,,,,
,TRUE,Elementale,Fuoco,Genio,,,,Sociale,Boss,Efreeti,https://5e.tools/bestiary.html#efreeti_mm,11,,,,,alta,,,alta,,,,,,,,,,,alta,,,,,,,,,,,,,alta,,,,
,,Elementale,Fuoco,,,,,,Endemico,Magmin,https://5e.tools/bestiary.html#magmin_mm,"0,5",,,,,,,,alta,,,,,,,,,,,alta,,,,,,,,,,,,,alta,,,,
,,Elementale,Fuoco,,,,,,Endemico,Serpente di Fuoco,https://5e.tools/bestiary.html#fire%20snake_mm,1,alta,,,,,,,alta,,,,,,,,,,,alta,,,,,,,,,,,,,alta,,alta,,
,,Elementale,Fuoco,,,,,,Endemico,Salamandra,https://5e.tools/bestiary.html#salamander_mm,5,alta,,,,,,,alta,,,,,,,,,,,alta,,,,,,,,,,,,,alta,,alta,,
,TRUE,Elementale,Fuoco,,,,,,Endemico,"Elemental Myrmidon, Fire",https://5e.tools/bestiary.html#fire%20elemental%20myrmidon_mtf,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Elementale,Terra,,,,,,Endemico,Elementare della Terra,https://5e.tools/bestiary.html#earth%20elemental_mm,5,alta,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,alta,alta,,
,TRUE,Elementale,Terra,Insetto,,,,,Endemico,Flail Snail,https://5e.tools/bestiary.html#flail%20snail_vgm,3,alta,alta,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,alta,alta,,
,,Elementale,Terra,Genio,,,,Sociale,Boss,Dao,https://5e.tools/bestiary.html#dao_mm,11,alta,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,alta,alta,,
,,Elementale,Terra,,,,,,Non Violento,Gargoyle,https://5e.tools/bestiary.html#gargoyle_mm,2,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,alta,alta,
,TRUE,Elementale,Terra,,,,,,Endemico,Xorn,https://5e.tools/bestiary.html#xorn_mm,5,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,alta,,
,TRUE,Elementale,Terra,,,,,,Non Violento,Galeb Duhr,https://5e.tools/bestiary.html#galeb%20duhr_mm,6,alta,,,,,,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,alta,alta,,
,TRUE,Elementale,Terra,,,,,,Endemico,"Elemental Myrmidon, Earth",https://5e.tools/bestiary.html#earth%20elemental%20myrmidon_mtf,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Elementale,Terra,,,,,,Boss,Zaratan,https://5e.tools/bestiary.html#zaratan_mtf,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Fatato,Megera,,,,,,Boss,Megera Marina,https://5e.tools/bestiary.html#sea%20hag_mm,2,,,alta,alta,,,,,,,alta,,,,,,,,,,alta,,,,,,,,,,,,,,,
,TRUE,Fatato,Megera,,,,,,Boss,Megera Verde,https://5e.tools/bestiary.html#green%20hag_mm,3,,alta,,,,,alta,,alta,,,,,,,,,,,,alta,,,,,,,,,,,,,,,
,TRUE,Fatato,Megera,,,,,,Boss,Annis Hag,https://5e.tools/bestiary.html#annis%20hag_vgm,6,,,,,,,alta,alta,,,,,,,,,,,,,alta,,,,,,,,,,,,,,,
,TRUE,Fatato,Megera,,,,,,Boss,Bheur Hag,https://5e.tools/bestiary.html#bheur%20hag_vgm,7,,,,,,,,,,alta,,,,,,,,,,,alta,,,,,,,,,,,,,,,
,,Fatato,,Insetto,,,,,Endemico,Meenlock,https://5e.tools/bestiary.html#meenlock_vgm,2,,alta,,,,,,,alta,,,,,,,,,,,,alta,,,,,,,,,,,,,,alta,
,TRUE,Fatato,,,,,,Sociale,Non Violento,Boggle,https://5e.tools/bestiary.html#boggle_vgm,"0,125",alta,alta,,,,,alta,,,,,,,,,,,,,,alta,,,,,,,,,,,,,alta,alta,
,TRUE,Fatato,,,,,,Sociale,Non Violento,Pixie,https://5e.tools/bestiary.html#pixie_mm,"0,25",,alta,,,,,,,,,,,,,,,,,,,alta,,,,,,,,,,,,,,,
,TRUE,Fatato,,,,,,Sociale,Non Violento,Spiritello,https://5e.tools/bestiary.html#sprite_mm,"0,25",,alta,,,,,,,,,,,,,,,,,,,alta,,,,,,,,,,,,,,,
,TRUE,Fatato,,,,,,Sociale,Non Violento,Satiro,https://5e.tools/bestiary.html#satyr_mm,"0,5",,alta,,,,,,,,,,,,,,,,,,,alta,,,,,,,,,,,,,,,
,TRUE,Fatato,,,,,,Sociale,Non Violento,Darkling,https://5e.tools/bestiary.html#darkling_vgm,"0,5",alta,alta,,,,,,,alta,,,,,,,,,,,,alta,,,,,,,,,,,,,alta,alta,
,TRUE,Fatato,,,,,,Sociale,Non Violento,Driade,https://5e.tools/bestiary.html#dryad_mm,1,,alta,,,,,,,,,,,,,,,,,,,alta,,,,,,,,,,,,,,,
,TRUE,Fatato,,,,,,Sociale,Non Violento,Quickling,https://5e.tools/bestiary.html#quickling_vgm,1,,alta,,,,,,,,,,,,,,,,,,,alta,,,,,,,,,,,,,,,
,TRUE,Fatato,,,,,,Sociale,Non Violento,Darkling Elder,https://5e.tools/bestiary.html#darkling%20elder_vgm,2,alta,alta,,,,,,,alta,,,,,,,,,,,,alta,,,,,,,,,,,,,alta,alta,
,TRUE,Fatato,,,,,,Sociale,Non Violento,Redcap,https://5e.tools/bestiary.html#redcap_vgm,3,,alta,,,,,alta,,alta,,,,,,,,,,,,alta,,,,,,,,,,,,,,,
,TRUE,Fatato,,,,,,Sociale,Non Violento,Korred,https://5e.tools/bestiary.html#korred_vgm,7,,alta,,,,,,,,,,,,,,,,,,,alta,,,,,,,,,,,,,,,
,TRUE,Fatato,,,,Cane,,,Innocuo,Cane Intermittente,https://5e.tools/bestiary.html#blink%20dog_mm,"0,25",,alta,,,,bassa,bassa,,,,,,,,,,,,,,alta,,,,,,,,,,,,,,,
,TRUE,Gigante,Colline,,,,,,,Gigante delle Colline,https://5e.tools/bestiary.html#hill%20giant_mm,5,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Gigante,Colline,,,,,,,Mouth of Grolantor,https://5e.tools/bestiary.html#mouth%20of%20grolantor_vgm,6,,,,,,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Gigante,,,,,Fatato,,Endemico,Fomorian,https://5e.tools/bestiary.html#fomorian_mm,8,alta,,,,,,,,,,,,,,,,,,,,alta,,,,,,,,,,,,,alta,,
,TRUE,Gigante,Fuoco,,,,,,,Gigante del Fuoco,https://5e.tools/bestiary.html#fire%20giant_mm,9,alta,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,TRUE,Gigante,Fuoco,,,,,,Boss,Gigante del Fuoco - Dreadnought,https://5e.tools/bestiary.html#fire%20giant%20dreadnought_vgm,14,alta,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,TRUE,Gigante,Ghiaccio,,,,,,,Gigante del Gelo,https://5e.tools/bestiary.html#frost%20giant_mm,8,,,,,,,,alta,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Gigante,Ghiaccio,,,,,,Boss,Gigante del Gelo - Everlasting One,https://5e.tools/bestiary.html#frost%20giant%20everlasting%20one_vgm,12,,,,,,,,alta,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Gigante,Nuvole,,,,,,,Gigante delle Nuvole,https://5e.tools/bestiary.html#cloud%20giant_mm,9,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Gigante,Nuvole,,,,,,Boss,Gigante delle Nuvole - Smiling One,https://5e.tools/bestiary.html#cloud%20giant%20smiling%20one_vgm,11,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Gigante,Pietre,,,,,,,Gigante delle Pietre ,https://5e.tools/bestiary.html#stone%20giant_mm,7,alta,,,,,,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,TRUE,Gigante,Pietre,,,,,,Boss,Gigante delle Pietre - Dreamwalker,Stone%20Giant%20Dreamwalker,10,alta,,,,,,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,TRUE,Gigante,Tempeste,,,,,,,Gigante delle Tempeste,https://5e.tools/bestiary.html#storm%20giant_mm,13,,,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Gigante,Tempeste,,,,,,Boss,Gigante delle Tempeste - Quinta essenza,https://5e.tools/bestiary.html#storm%20giant%20quintessent_vgm,16,,,alta,alta,alta,,,alta,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Gigante,,,,,,,Endemico,Ettin,https://5e.tools/bestiary.html#ettin_mm,4,alta,bassa,,,,bassa,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,TRUE,Gigante,,,,Ogre,,,,Ciclope,https://5e.tools/bestiary.html#cyclops_mm,6,alta,,alta,,alta,alta,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,,Gigante,,,,Ogre,,Sociale,,Half-Ogre,https://5e.tools/bestiary.html#half-ogre%20(ogrillon)_mm,1,alta,alta,alta,,alta,alta,alta,alta,alta,bassa,alta,,,,,,,,,,,,,,,,,,,,,,,alta,alta,
,,Gigante,,,,Ogre,,Sociale,,Ogre,https://5e.tools/bestiary.html#ogre_mm,2,alta,alta,alta,,alta,alta,alta,alta,alta,bassa,alta,,,,,,,,,,,,,,,,,,,,,,,alta,,
,,Gigante,,,,Ogre,,Sociale,,Ogre Bolt Launcher,https://5e.tools/bestiary.html#ogre%20bolt%20launcher_mtf,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Gigante,,,,Ogre,,Sociale,,Ogre Howdah,https://5e.tools/bestiary.html#ogre%20howdah_mtf,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Gigante,,,,Ogre,,Sociale,,Ogre Chain Brute,https://5e.tools/bestiary.html#ogre%20chain%20brute_mtf,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Gigante,,,,Ogre,,Sociale,,Ogre Battering Ram,https://5e.tools/bestiary.html#ogre%20battering%20ram_mtf,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Gigante,,Demone,,Orco,,,,Oni,https://5e.tools/bestiary.html#oni_mm,7,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,
,,Gigante,,,,Troll,,Sociale,,Troll,https://5e.tools/bestiary.html#troll_mm,5,alta,alta,,,,bassa,alta,alta,alta,bassa,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,,Gigante,,,,Troll,,Sociale,,Troll Venom,https://5e.tools/bestiary.html#venom%20troll_mtf,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Gigante,,,,Troll,,Sociale,,Troll Rot,https://5e.tools/bestiary.html#rot%20troll_mtf,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Gigante,,,,Troll,,Sociale,,Troll Spirit,https://5e.tools/bestiary.html#spirit%20troll_mtf,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Gigante,,,,Troll,,Sociale,,"Troll, Dire",https://5e.tools/bestiary.html#dire%20troll_mtf,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Demone,Minore,,,,,,Mane,https://5e.tools/bestiary.html#manes_mm,"0,125",alta,,,,,,,,,,,,,,,,,,,,,,,alta,,alta,,,,,,,,alta,,
TRUE,,Immondo,Demone,Minore,,,,,,Dretch,https://5e.tools/bestiary.html#dretch_mm,"0,25",alta,,,,,,,,,,,,,,,,,,,,,,,alta,,alta,,,,,,,,alta,,
TRUE,,Immondo,Demone,Minore,,,,,,Quasit,https://5e.tools/bestiary.html#quasit_mm,1,alta,,,,,,,,,,,,,,,,,,,,,,,alta,,alta,,,,,,,,alta,,
TRUE,,Immondo,Demone,Minore,,,,,,Babau,https://5e.tools/bestiary.html#babau_vgm,4,alta,,,,,,,,,,,,,,,,,,,,,,,alta,,alta,,,,,,,,alta,alta,
TRUE,,Immondo,Demone,Tipo 1,,,,,,Demone d'Ombra,https://5e.tools/bestiary.html#shadow%20demon_mm,4,alta,,,,,,,,,,,,,,,,,,,,,,,alta,,alta,,,,,,,,alta,,
TRUE,,Immondo,Demone,Tipo 1,,,,,,Barlgura,https://5e.tools/bestiary.html#barlgura_mm,5,alta,,,,,,,,,,,,,,,,,,,,,,,alta,,alta,,,,,,,,alta,,
TRUE,,Immondo,Demone,Tipo 1,,,,,,Vrock,https://5e.tools/bestiary.html#vrock_mm,6,alta,,,,,,,,,,,,,,,,,,,,,,,alta,,alta,,,,,,,,alta,,
TRUE,,Immondo,Demone,Tipo 2,,,,,,Chasme,https://5e.tools/bestiary.html#chasme_mm,6,alta,,,,,,,,,,,,,,,,,,,,,,,alta,,alta,,,,,,,,alta,,
TRUE,,Immondo,Demone,Tipo 2,,,,,,Hezrou,https://5e.tools/bestiary.html#hezrou_mm,8,alta,,,,,,,,,,,,,,,,,,,,,,,alta,,alta,,,,,,,,alta,,
TRUE,,Immondo,Demone,Tipo 3,,,,,,Glabrezu,https://5e.tools/bestiary.html#glabrezu_mm,9,alta,,,,,,,,,,,,,,,,,,,,,,,alta,,alta,,,,,,,,alta,,
TRUE,,Immondo,Demone,Tipo 3,,,,,,Yochlol,https://5e.tools/bestiary.html#yochlol_mm,10,alta,,,,,,,,,,,,,,,,,,,,,,,alta,,alta,,,,,,,,alta,,
TRUE,,Immondo,Demone,Tipo 4,,,,,,Nalfeshnee,https://5e.tools/bestiary.html#nalfeshnee_mm,13,alta,,,,,,,,,,,,,,,,,,,,,,,alta,,alta,,,,,,,,alta,,
TRUE,,Immondo,Demone,Tipo 5,,,,,,Marilith,https://5e.tools/bestiary.html#marilith_mm,16,alta,,,,,,,,,,,,,,,,,,,,,,,alta,,alta,,,,,,,,alta,,
TRUE,,Immondo,Demone,Tipo 6,,,,,,Goristro,https://5e.tools/bestiary.html#goristro_mm,17,alta,,,,,,,,,,,,,,,,,,,,,,,alta,,alta,,,,,,,,alta,,
TRUE,,Immondo,Demone,Tipo 6,,,,,,Balor,https://5e.tools/bestiary.html#balor_mm,19,alta,,,,,,,,,,,,,,,,,,,,,,,alta,,alta,,,,,,,,alta,,
TRUE,,Immondo,Demone,,,,,,,Rutterkin,https://5e.tools/bestiary.html#rutterkin_mtf,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Demone,,,,,,,Bulezau,https://5e.tools/bestiary.html#bulezau_mtf,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Demone,,,,,,,Dybbuk,https://5e.tools/bestiary.html#dybbuk_mtf,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Demone,,,,,,,Draegloth,https://5e.tools/bestiary.html#draegloth_vgm,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Demone,,,,,,,Maurezhi,https://5e.tools/bestiary.html#maurezhi_mtf,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Demone,,,,,,,Alkilith,https://5e.tools/bestiary.html#alkilith_mtf,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Demone,,,,,,,Wastrilith,https://5e.tools/bestiary.html#wastrilith_mtf,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Demone,,,,,,,Nabassu,https://5e.tools/bestiary.html#nabassu_mtf,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Demone,,,,,,,Sibriex,https://5e.tools/bestiary.html#sibriex_mtf,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Demone,,,,,,,Bael,https://5e.tools/bestiary.html#bael_mtf,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Demone,,,,,,,Molydeus,https://5e.tools/bestiary.html#molydeus_mtf,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Demone,Signore,,,,,,Baphomet,https://5e.tools/bestiary.html#baphomet_mtf,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Demone,Signore,,,,,,Fraz-Urb'luu,https://5e.tools/bestiary.html#fraz-urb'luu_mtf,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Demone,Signore,,,,,,Juiblex,https://5e.tools/bestiary.html#juiblex_mtf,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Demone,Signore,,,,,,Graz'zt,https://5e.tools/bestiary.html#graz'zt_mtf,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Demone,Signore,,,,,,Yeenoghu,https://5e.tools/bestiary.html#yeenoghu_mtf,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Demone,Signore,,,,,,Demogorgon,https://5e.tools/bestiary.html#demogorgon_mtf,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Demone,Signore,,,,,,Orcus,https://5e.tools/bestiary.html#orcus_mtf,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Diavolo,Rank 01,,,,,,Lemure,https://5e.tools/bestiary.html#lemure_mm,0,,,,,,,,,,,,,,,,,,,,,,,,alta,alta,,,,,,,,,,,
TRUE,,Immondo,Diavolo,Rank 02,,,,,,Imp,https://5e.tools/bestiary.html#imp_mm,1,,,,,,,,,,,,,,,,,,,,,,,,alta,alta,,,,,,,,,,,
TRUE,,Immondo,Diavolo,Rank 03,,,,,,Diavolo Spinato,https://5e.tools/bestiary.html#spined%20devil_mm,2,,,,,,,,,,,,,,,,,,,,,,,,alta,alta,,,,,,,,,,,
TRUE,,Immondo,Diavolo,Rank 04,,,,,,Diavolo Barbuto,https://5e.tools/bestiary.html#bearded%20devil_mm,3,,,,,,,,,,,,,,,,,,,,,,,,alta,alta,,,,,,,,,,,
TRUE,,Immondo,Diavolo,Rank 05,,,,,,Diavolo Uncinato,https://5e.tools/bestiary.html#barbed%20devil_mm,5,,,,,,,,,,,,,,,,,,,,,,,,alta,alta,,,,,,,,,,,
TRUE,,Immondo,Diavolo,Rank 06,,,,,,Diavolo delle Catene,https://5e.tools/bestiary.html#chain%20devil_mm,8,,,,,,,,,,,,,,,,,,,,,,,,alta,alta,,,,,,,,,,,
TRUE,,Immondo,Diavolo,Rank 07,,,,,,Diavolo d'Ossa,https://5e.tools/bestiary.html#bone%20devil_mm,9,,,,,,,,,,,,,,,,,,,,,,,,alta,alta,,,,,,,,,,,
TRUE,,Immondo,Diavolo,Rank 08,,,,,,Diavolo Cornuto,https://5e.tools/bestiary.html#horned%20devil_mm,11,,,,,,,,,,,,,,,,,,,,,,,,alta,alta,,,,,,,,,,,
TRUE,,Immondo,Diavolo,Rank 09,,,,,,Erinni,https://5e.tools/bestiary.html#erinyes_mm,12,,,,,,,,,,,,,,,,,,,,,,,,alta,alta,,,,,,,,,,,
TRUE,,Immondo,Diavolo,Rank 10,,,,,,Diavolo del ghiaccio ,https://5e.tools/bestiary.html#ice%20devil_mm,14,,,,,,,,,,,,,,,,,,,,,,,,alta,alta,,,,,,,,,,,
TRUE,,Immondo,Diavolo,Rank 11,,,,,,Diavolo della Fossa,https://5e.tools/bestiary.html#pit%20fiend_mm,20,,,,,,,,,,,,,,,,,,,,,,,,alta,alta,,,,,,,,,,,
TRUE,,Immondo,Diavolo,Rank 12,,,,,,Arciduca,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Diavolo,Rank 13,,,,,,Duca,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Diavolo,,,,,,,Nupperibo,https://5e.tools/bestiary.html#nupperibo_mtf,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Diavolo,,,,,,,Merregon,https://5e.tools/bestiary.html#merregon_mtf,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Diavolo,,,,,,,White Abishai,https://5e.tools/bestiary.html#white%20abishai_mtf,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Diavolo,,,,,,,Armanite,https://5e.tools/bestiary.html#armanite_mtf,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Diavolo,,,,,,,Black Abishai,https://5e.tools/bestiary.html#black%20abishai_mtf,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Diavolo,,,,,,,Orthon,https://5e.tools/bestiary.html#orthon_mtf,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Diavolo,,,,,,,Narzugon,https://5e.tools/bestiary.html#narzugon_mtf,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Diavolo,,,,,,,Green Abishai,https://5e.tools/bestiary.html#green%20abishai_mtf,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Diavolo,,,,,,,Hellfire Engine,https://5e.tools/bestiary.html#hellfire%20engine_mtf,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Diavolo,,,,,,,Titivilus,https://5e.tools/bestiary.html#titivilus_mtf,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Diavolo,,,,,,,Blue Abishai,https://5e.tools/bestiary.html#blue%20abishai_mtf,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Diavolo,,,,,,,Red Abishai,https://5e.tools/bestiary.html#red%20abishai_mtf,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Diavolo,,,,,,,Hutijin,https://5e.tools/bestiary.html#hutijin_mtf,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Diavolo,Signore,,,,,,Moloch,https://5e.tools/bestiary.html#moloch_mtf,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Diavolo,Signore,,,,,,Geryon,https://5e.tools/bestiary.html#geryon_mtf,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Diavolo,Signore,,,,,,Zuggtmoy,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Immondo,Diavolo,Signore,,,,,,Zariel,https://5e.tools/bestiary.html#zariel_mtf,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Immondo,Demone,,Drow,,,,,Draegloth,https://5e.tools/bestiary.html#draegloth_vgm,7,alta,,,,,,,,,,,,,,,,,,,,,,,alta,,alta,,,,,,,,alta,,
,,Immondo,Demone,,,Gnoll,,,,Maw Demon,https://5e.tools/bestiary.html#maw%20demon_vgm,1,alta,,,,,,,,,,,,,,,,,,,,,,,alta,,alta,,,,,,,,alta,,
